Fiscal Year,Slicer,COVID FILTER,Data Slicer,Location,Offenses,Select Sheet,Stage Filter,AGE ,AGE1,All,Basic Race Sex Ethnicity,Category1,Circuit1,County   ,COVIDMONTHS,Date,Ethnic Group,Gender1,Offense1,Region,Stage,Stages1,Arrests,Arrests per 1000,Arrests/Youth,Arrests/Youth ,Youth,Youth per 1000,Youth Population,Youthpop
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Misdemeanor,10,Polk,1,10/11/2019,Black,Female,Vandalism,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,7/6/2019,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,1/27/2020,Black,Female,Other Misdemeanors,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,7/11/2019,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,9/3/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,8/16/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,12/12/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,1,3/12/2020,Black,Female,Misdemeanor Drug,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,1,12/21/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,10/23/2019,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,10/23/2019,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,8/27/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,2,6/3/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,11/7/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,1/26/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,1,8/18/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,1,2/19/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,1,12/10/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,9/11/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,10,Polk,1,12/13/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,2,6/25/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,1/28/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,8/2/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,12/11/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,10/31/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,7/23/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,1/23/2020,Black,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,3/18/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,9/4/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,3/16/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,2/24/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,1/7/2020,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,10/29/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,9/23/2019,Black,Female,Violation of Probation New-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,2/11/2020,Black,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,9/19/2019,Black,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,12/31/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Other,10,Polk,2,6/24/2020,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,10,Polk,1,3/13/2020,Black,Female,“Other” Felony,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Felony,10,Polk,2,6/8/2020,Black,Female,Weapon/Firearm,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,10,Polk,1,12/30/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,10,Polk,1,9/19/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,10,Polk,1,7/30/2019,Black,Female,Violation of Probation Non-Law,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,8/30/2019,Black,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Other,10,Polk,1,8/2/2019,Black,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Other,10,Polk,1,9/17/2019,Black,Female,Prosecution Previously Deferred,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Other,10,Polk,1,10/31/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,1,8/21/2019,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Other,10,Polk,2,4/1/2020,Black,Female,Violation of Probation LEO,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,10,Polk,1,8/14/2019,Black,Female,Obstruct Justice,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,10,Polk,1,11/26/2019,Black,Female,Auto Theft,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,10,Polk,1,12/6/2019,Black,Female,Grand Larceny(excl auto),Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,10,Polk,2,4/20/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Felony,10,Polk,2,5/28/2020,Black,Female,Other Fel Sex Offense,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Felony,10,Polk,1,7/16/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,10,Polk,1,1/15/2020,Black,Female,Kidnapping,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,11,All,Black Female,Felony,10,Polk,1,1/27/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,10,Polk,1,1/9/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,10,Polk,1,1/14/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Felony,10,Polk,2,4/28/2020,Black,Female,Weapon/Firearm,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,11,All,Black Female,Felony,10,Polk,1,10/25/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,10,Polk,1,9/6/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Misdemeanor,10,Polk,1,9/13/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Misdemeanor,10,Polk,1,10/23/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,10,Polk,1,10/7/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,10,Polk,1,3/18/2020,Black,Female,Burglary,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Felony,10,Polk,1,8/27/2019,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,11,All,Black Female,Felony,10,Polk,1,2/10/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Felony,10,Polk,1,1/10/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Felony,10,Polk,1,1/9/2020,Black,Female,Weapon/Firearm,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,10,Polk,1,10/1/2019,Black,Female,Weapon/Firearm,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,10,Polk,1,1/2/2020,Black,Female,Weapon/Firearm,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,10,Polk,1,11/6/2019,Black,Female,Fraud Forgery Counterfeit,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Felony,10,Polk,1,3/10/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Felony,10,Polk,1,1/9/2020,Black,Female,Weapon/Firearm,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Felony,10,Polk,1,2/24/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Felony,10,Polk,1,1/30/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Felony,10,Polk,1,2/25/2020,Black,Female,Agg Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,1/22/2020,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,2,4/8/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,2,6/16/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,1,1/26/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,3/16/2020,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,2,6/3/2020,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,10/29/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,1,1/2/2020,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,1,9/11/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Misdemeanor,10,Polk,2,6/19/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,16,All,Black Female,Misdemeanor,10,Polk,1,2/15/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,10/3/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,2,5/21/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,10,Polk,1,1/28/2020,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,13,All,Black Female,Misdemeanor,10,Polk,2,5/16/2020,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,2,6/25/2020,Black,Female,Vandalism,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,2/20/2020,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,2,5/19/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,2/21/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,0,0,0,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,1,2/3/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Misdemeanor,10,Polk,1,8/6/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,10/18/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,3/10/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,10/10/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,9/17/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Misdemeanor,10,Polk,1,8/15/2019,Black,Female,Misd Obstruct Justice,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,1,11/26/2019,Black,Female,Disorderly Conduct,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 15 - 16,15,All,Black Female,Misdemeanor,10,Polk,2,5/3/2020,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 13 - 14,14,All,Black Female,Misdemeanor,10,Polk,1,2/16/2020,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,12,All,Black Female,Misdemeanor,10,Polk,1,12/10/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 5 - 12,11,All,Black Female,Misdemeanor,10,Polk,1,8/7/2019,Black,Female,Petit Larceny,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,18,All,Black Female,Misdemeanor,10,Polk,1,2/13/2020,Black,Female,Misdemeanor Drug,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,10/18/2019,Black,Female,Misdemeanor Drug,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
FY 2019-20,Female,TRUE,TRUE,TRUE,TRUE,S1,TRUE,Age 17+,17,All,Black Female,Misdemeanor,10,Polk,1,8/27/2019,Black,Female,Assault/Battery,Central,Arrests,Intake,1,0,1,1,1,0,6571,6571
